Date,Close,Open,High,Low,Volume,NATR_3,RSI_3,ADX_3,DMP_3,DMN_3,CCI_3_0.015,ROC_3,STOCHk_14_3_3,STOCHd_14_3_3,WILLR_3,OBV,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,BBL_3_2.0,BBM_3_2.0,BBU_3_2.0,BBB_3_2.0,BBP_3_2.0,tema_2,tema_8,tema_100
2013-06-03,580.89,581.66,585.09,579.77,18440.0,1.2115388164694263,62.53249704737625,62.08775957864852,34.37047603842894,11.956890181214348,-63.410301953821794,0.2692765781160902,85.2996278387646,89.71484077146299,-75.59523809523819,436590.0,8.564665717711364,2.44855640261021,6.116109315101154,579.3020891992264,582.5133333333333,585.7245774674402,1.1025478561086641,0.24724230461150926,580.8445648588198,584.2642931221968,550.4753999999999
2013-06-04,574.95,585.29,586.74,574.95,25990.0,1.6373343622044711,31.071488532315712,45.335982063493766,19.375595580491346,24.576154316908863,-99.67284623773205,-1.6675218060543868,72.21138280721814,82.3570466505892,-100.0,410600.0,8.149612813384806,1.6268027986269207,6.522810014757885,573.1022656048052,579.2633333333333,585.4244010618614,2.127207911840249,0.149952449527467,575.0521827014477,580.5058428762591,551.9007358476794
2013-06-05,577.28,575.55,577.65,572.54,18200.0,1.257955750718423,46.81542412346293,41.025675862014,15.094349307846777,29.566834148412237,-100.0,-0.8024744393848393,67.51726907768192,75.0094265745549,-66.6197183098592,428800.0,7.917424779358157,1.1156918116802164,6.801732967677941,572.8192860912615,577.7066666666666,582.5940472420717,1.691993829188446,0.4563501695761383,576.9204648637887,579.2292750462457,553.4056920902791
2013-06-06,582.92,575.13,583.7,575.13,24810.0,1.3579845397093393,70.9267905620521,37.190705885972086,34.92305385566624,19.003517075040172,82.68656716417847,0.34946375389488077,68.60801321767866,69.44555503419292,-26.90140845070449,453610.0,8.095198544387358,1.0347724613675329,7.060426083019825,571.6914012090876,578.3833333333333,585.075265457579,2.314012779614102,0.8389653826754861,582.7084248840031,581.3068302733695,555.179540585112
2013-06-07,588.21,585.01,588.21,583.63,24170.0,1.1225551655763892,82.24892980401742,42.70134136136145,47.43414572997008,14.279801250911387,99.99999999999899,2.306287503261151,78.84465618395679,71.65664615977246,0.0,477780.0,8.564221311354459,1.2030361826677058,7.361185128686753,573.8775006613168,582.8033333333333,591.7291660053497,3.0630685040750536,0.8028662347445354,588.2576100294607,585.2444876754128,557.1909420128499
2013-06-10,584.11,591.62,593.17,584.11,24220.0,1.3407561708785007,56.61616686286254,51.953461150409844,50.28373489493505,8.714755264243557,55.29783869267327,1.1831347006651955,81.07414872987358,76.17560604383635,-50.22172949002197,453560.0,8.507025800444353,0.9166725374060798,7.590353263038273,580.5481276864185,585.08,589.6118723135816,1.5491462068713735,0.3929802151427518,584.5496337667851,585.2886123800705,558.88325993936
2013-06-11,581.15,585.65,585.65,579.94,20850.0,1.1650598700609425,42.33007799459296,40.32538145116582,36.745776082862875,26.030375391567084,-100.00000000000367,-0.3036437246963532,75.65632152590351,78.52504214657797,-90.85411942554852,432710.0,8.129142983629322,0.43103177647283797,7.698111207156484,578.7005383094273,584.49,590.2794616905727,1.9810301940401696,0.21154485697359895,581.1759276415575,583.5684982821596,560.3349395276779
2013-06-12,575.39,580.77,582.75,575.39,20910.0,1.2279276173429483,24.376136887280055,34.41862800239513,24.166181239570726,38.282863411848155,-96.61256175018069,-2.1794937182298924,60.771249747627785,72.5005733344683,-100.0,411800.0,7.2809539620947135,-0.333725796049416,7.6146797581441295,572.9755004008748,580.2166666666667,587.4578329324586,2.4960214629449538,0.1667203534968915,575.4170723129796,579.3527032534797,561.3919707683639
2013-06-13,571.79,574.6,576.16,565.9,19330.0,1.5150118677687245,17.44101887054724,43.757233120271394,14.084114308130648,60.90007635147535,-100.00000000000195,-2.109191761825692,43.78349740216637,60.070356225232565,-70.1772151898735,392470.0,6.246265082407035,-1.0947317405896753,7.34099682299671,568.4000583659819,576.11,583.8199416340182,2.6765519202993007,0.21984223713580708,571.6410087941933,574.8680096752212,562.1953249164441
2013-06-14,562.97,571.43,574.57,562.97,18410.0,1.7996239905070264,8.526307259099678,52.39295655420708,8.24824948204929,46.13175561105922,-87.96963946869053,-3.128280134216631,22.584224234389254,42.37965712806115,-100.0,374060.0,4.660839150088691,-2.144126138326415,6.804965288415106,559.6148287028922,570.0500000000001,580.485171297108,3.6611424601729317,0.16076263635642196,563.0862783062205,567.5707173717125,562.4507394590706
