Date,Close,Open,High,Low,Volume,NATR_3,RSI_3,ADX_3,DMP_3,DMN_3,CCI_3_0.015,ROC_3,STOCHk_14_3_3,STOCHd_14_3_3,WILLR_3,OBV,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,BBL_3_2.0,BBM_3_2.0,BBU_3_2.0,BBB_3_2.0,BBP_3_2.0,tema_2,tema_8,tema_100
2013-12-16,85000.0,85500.0,86000.0,84500.0,267530.0,2.0685048147083536,39.170541540532184,32.24777414645099,29.60855211771839,40.18579997492529,-99.99999999999999,-0.5847953216374269,50.15948963317385,55.103668261563,-83.33333333333334,706890.0,1197.0260446892207,334.2487031642387,862.777341524982,84367.00683814455,86000.0,87632.99316185545,3.797658515942918,0.19381378215210324,85003.10231098924,86130.95483018705,83250.0
2013-12-17,85500.0,85000.0,86000.0,85000.0,176960.0,1.612999469299474,48.982015135132855,26.550141594573375,23.629565053972158,32.07090204809998,-28.57142857142991,-1.7241379310344827,42.982456140350884,49.22913343965976,-66.66666666666667,883850.0,1177.5264623288385,251.79929664308509,925.7271656857534,84683.50341907225,85500.0,86316.49658092775,1.9099335226380096,0.5,85427.0809932513,85915.41707735129,83381.03403762587
2013-12-18,85500.0,85500.0,86000.0,84500.0,94370.0,1.6836927171058775,48.982015135132855,28.79767267134409,16.247480845223368,32.46529669878717,0.0,-0.5813953488372093,40.35087719298246,44.49760765550241,-33.333333333333336,883850.0,1148.8299067777843,178.48219287362474,970.3477139041596,84861.92881254226,85333.33333333333,85804.7378541244,1.1048543456040647,0.6767766952966285,85501.87199662809,85755.08512674365,83506.91320370749
2013-12-19,85000.0,85000.0,86000.0,85000.0,165590.0,1.4350336900738383,35.939202772829255,30.296026722524562,12.379893192487597,24.73718291605592,-49.99999999999345,0.0,40.35087719298246,41.2280701754386,-66.66666666666667,718260.0,1073.3687318386073,82.4168143475581,990.9519174910492,84861.92881254226,85333.33333333333,85804.7378541244,1.1048543456040647,0.14644660940675833,85026.29323261803,85373.41634294842,83598.68838125293
2013-12-20,87000.0,85500.0,87000.0,84500.0,1820000.0,2.13780381411653,75.33908888711802,30.884871987262347,25.406714853793286,13.070071253659657,100.0,1.7543859649122806,45.614035087719294,42.10526315789475,0.0,2538260.0,1161.5587659251469,136.4854787472782,1025.0732871778687,84133.66016213573,85833.33333333333,87533.00650453093,3.960403505703152,0.8432032364918219,86911.85741867722,86192.30676845658,83803.26300421094
2013-12-23,85500.0,86000.0,86000.0,84500.0,298650.0,2.549642876187942,44.52878444445213,31.277435497087538,14.879794936031232,7.654668506846959,-50.0,0.0,45.614035087719294,43.85964912280702,-60.0,2239610.0,1097.758265384109,58.14798256499216,1039.610282819117,84133.66016213573,85833.33333333333,87533.00650453093,3.960403505703152,0.40194193243090987,85625.38456323525,85880.76569258845,83912.34620449849
2013-12-24,85000.0,85000.0,85500.0,84500.0,185210.0,1.8705556818474647,36.96937688074919,31.53914450363767,11.9171671763797,6.130592838680268,-74.99999999999946,0.0,45.61403508771931,45.61403508771931,-80.0,2054400.0,995.3760126481502,-35.38741613677348,1030.7634287849237,84133.66016213573,85833.33333333333,87533.00650453093,3.960403505703152,0.25485483107727247,84989.07258043977,85412.6781811471,83987.88096194956
2013-12-25,85000.0,84500.0,85500.0,84500.0,93200.0,1.5235131350413793,36.96937688074918,31.71361717467109,9.176538042216903,4.7207207529149064,-50.0,-2.2988505747126435,38.596491228070185,43.2748538011696,-66.66666666666667,2054400.0,903.8186805883743,-101.55579855723954,1005.3744791456138,84695.2621458756,85166.66666666667,85638.07118745774,1.1070164871805892,0.32322330470337146,84962.53170449758,85127.12454926927,84060.27948721852
2013-12-26,84500.0,85000.0,85000.0,84500.0,59250.0,1.0621219909971436,26.751212067405362,31.829932288693367,7.826605821432479,4.0262700765958,-100.0,-1.1695906432748537,24.561403508771935,36.25730994152048,-100.0,1995150.0,781.8997602499439,-178.77977511653592,960.6795353664799,84361.92881254226,84833.33333333333,85304.7378541244,1.111366257267743,0.14644660940675833,84507.85508743374,84697.35014706066,84100.52900571944
2013-12-27,84000.0,84000.0,85000.0,84000.0,32130.000000000004,1.1294601680908254,18.91088876083474,39.17031544299068,5.430162449842936,18.103054171239926,-100.00000000000219,-1.1764705882352942,12.280701754385966,25.146198830409364,-100.0,1963020.0,637.5826601528679,-258.4775001708896,896.0601603237575,83683.50341907225,84500.0,85316.49658092775,1.9325362862195246,0.19381378215211142,84001.42128150638,84188.69058655747,84109.87775660562
2013-12-30,82500.0,84000.0,84500.0,82500.0,144730.0,1.7871191158765412,8.15520628923866,55.530129736690355,2.830309161003041,45.3441750592763,-100.00000000000081,-2.9411764705882355,0.0,12.280701754385973,-100.0,1818290.0,397.5896881662338,-398.77637772601895,796.3660658922528,81966.99349546907,83666.66666666667,85366.33983786427,4.062963755850843,0.15679676350817806,82534.45224141727,83112.44466882358,84031.29585029173
2013-12-31,82500.0,82500.0,83500.0,82000.0,101020.0,1.8026504670291796,8.15520628923866,67.50008719325648,1.8395024907985595,41.13953824404685,-76.47058823529429,-2.366863905325444,3.0303030303030307,5.103668261563004,-83.33333333333334,1818290.0,205.03006979305064,-473.0687968793617,678.0988666724123,81585.78643762688,83000.0,84414.21356237312,3.4077435237906397,0.3232233047033657,82441.67681748678,82503.18496035003,83955.59825142054
2014-01-02,82000.0,83000.0,83000.0,81500.0,92560.0,1.8214552654262641,5.716665293099271,76.30580654859322,1.206147951810451,38.451803197640174,-100.00000000000001,-2.380952380952381,5.808080808080809,2.9461279461279513,-83.33333333333334,1725730.0,11.941707024394418,-532.9257277184144,544.8674347428088,81861.92881254225,82333.33333333333,82804.73785412441,1.145112196253641,0.14644660940676926,82004.3194511442,81925.75334964473,83853.5748799543
2014-01-03,81500.0,82000.0,82500.0,81500.0,48500.0,1.529811851318734,3.946543178583862,82.17628611881771,0.8972262184596703,28.603427899694275,-87.50000000000205,-1.2121212121212122,5.808080808080809,4.882154882154887,-100.0,1677230.0,-179.36047699120536,-579.3823293872113,400.02185239600595,81183.50341907225,82000.0,82816.49658092775,1.9914550754335345,0.19381378215211142,81506.51800240477,81373.88376763937,83726.28250509019
2014-01-06,82000.0,82000.0,82500.0,81500.0,119510.0,1.3699979626980294,34.410487098852514,86.08993916563405,0.6481987194036504,20.66447118204656,0.0,-0.6060606060606061,5.808080808080809,5.808080808080809,-66.66666666666667,1796740.0,-287.31107156764483,-549.8663391709206,262.5552676032758,81361.92881254225,81833.33333333333,82304.73785412441,1.15210880845071,0.6767766952966231,81965.88103044886,81371.46371546593,83632.98014158416
2014-01-07,82500.0,82000.0,83500.0,82000.0,121200.0,1.589938381462051,55.554657313081464,68.84055015907474,26.02724825493854,12.720563150528312,99.99999999999855,0.6097560975609756,9.090909090909092,6.902356902356908,-50.0,1917940.0,-328.7275080982654,-473.026220561233,144.2987124629676,81183.50341907225,82000.0,82816.49658092775,1.9914550754335345,0.8061862178478886,82500.90537968962,81697.86687839334,83572.3643423117
2014-01-08,84500.0,83500.0,84500.0,82500.0,153340.0,1.959585304559877,84.85279450608168,68.24069082534184,36.44724379985778,7.191443558127969,100.00000000000072,3.6809815950920246,27.27272727272727,14.05723905723906,0.0,2071280.0,-197.88594118524634,-273.7477229185711,75.8617817333248,80839.75310053071,83000.0,85160.24689946929,5.20541421558865,0.8471825374147063,84456.96422148093,83003.9330547133,83630.53000415636
2014-01-09,85000.0,84500.0,85000.0,84500.0,100970.0,1.26814681314888,87.855011754635,70.82842720416853,45.354347861498695,6.183541777693154,94.99999999999942,3.658536585365854,45.45454545454546,27.27272727272728,0.0,2172250.0,-53.23359170995536,-103.27629875462414,50.042707044668774,81839.75310053071,84000.0,86160.24689946929,5.143444998736404,0.7314550249431375,85066.50987382323,84080.69177003803,83715.46446712698
2014-01-10,86000.0,85500.0,87000.0,85500.0,296040.0,1.7894911576607837,92.38371615559907,77.51285977766692,70.31607751659524,3.358945636456493,100.0000000000006,4.242424242424242,66.66666666666667,46.46464646464647,-22.22222222222222,2468290.0,140.47675151666044,72.34723557759332,68.12951593906712,83919.44753774202,85166.66666666667,86413.88579559133,2.9288903223279563,0.8340765523905265,86006.81459183659,85251.60714504519,83855.21925506118
